playerID,yearID,stint,teamID,lgID,W,L,G,GS,CG,SHO,SV,IPouts,H,ER,HR,BB,SO,BAOpp,ERA
ceasedy01,2021,1,CHA,AL,13,7,32,32,1,1,0,497,139,72,20,68,226,0.223,3.91
ceasedy01,2022,1,CHA,AL,14,8,32,32,1,1,0,552,126,45,16,78,227,0.19,2.2
cecilbr01,2013,1,TOR,AL,5,1,60,0,0,0,1,182,44,19,4,23,70,0.201,2.82
cecilbr01,2014,1,TOR,AL,2,3,66,0,0,0,5,160,46,16,2,27,76,0.227,2.7
cecilbr01,2015,1,TOR,AL,5,5,63,0,0,0,5,163,39,15,4,13,70,0.197,2.48
cedenxa01,2015,2,TBA,AL,4,1,61,0,0,0,1,129,37,10,3,12,43,0.23,2.09
cedenxa01,2018,1,CHA,AL,2,0,33,0,0,0,1,76,19,8,1,13,28,0.204,2.84
centepe01,1943,1,CLE,AL,1,2,24,1,0,0,1,127,29,13,3,18,10,0.2,2.76
cessalu01,2021,1,NYA,AL,3,1,29,0,0,0,0,115,31,12,2,17,31,0.218,2.82
cessalu01,2021,2,CIN,NL,2,1,24,0,0,0,0,79,24,6,3,2,23,0.245,2.05
chacosh01,2004,1,COL,NL,1,9,66,0,0,0,35,190,71,50,12,52,52,0.282,7.11
chacosh01,2005,2,NYA,AL,7,3,14,12,0,0,0,237,66,25,7,30,40,0.225,2.85
chafian01,2015,1,ARI,NL,5,1,66,0,0,0,2,225,56,23,3,30,58,0.207,2.76
chafian01,2021,1,CHN,NL,0,2,43,0,0,0,0,118,21,9,1,12,37,0.154,2.06
chafian01,2021,2,OAK,AL,2,2,28,0,0,0,5,88,24,5,3,7,27,0.226,1.53
chafian01,2022,1,DET,AL,2,3,64,0,0,0,3,172,48,18,5,19,67,0.222,2.83
chakabo01,1953,1,CLE,AL,0,2,7,3,1,0,0,81,28,8,2,10,6,0.28,2.67
chambjo03,2007,1,NYA,AL,2,0,19,0,0,0,1,72,12,1,1,6,34,0.145,0.38
chambjo03,2008,1,NYA,AL,4,3,42,12,0,0,0,301,87,29,5,39,118,0.233,2.6
chambjo03,2011,1,NYA,AL,2,0,27,0,0,0,0,86,23,9,3,7,24,0.228,2.83
chambjo03,2016,1,CLE,AL,0,0,20,0,0,0,0,60,12,5,1,11,18,0.176,2.25
chancde01,1962,1,LAA,AL,14,10,50,24,6,2,8,620,195,68,14,66,127,0.25,2.96
chancde01,1964,1,LAA,AL,20,9,46,35,15,11,4,835,194,51,7,86,207,0.19,1.65
chancde01,1967,1,MIN,AL,20,14,41,39,18,5,1,851,244,86,17,68,220,0.22,2.73
chancde01,1968,1,MIN,AL,16,16,43,39,15,6,1,876,224,82,15,63,234,0.21,2.53
chancde01,1969,1,MIN,AL,5,4,20,15,1,0,0,265,76,29,6,35,50,0.23,2.95
chandsp01,1937,1,NYA,AL,7,4,12,10,6,2,0,247,79,26,8,20,31,0.25,2.84
chandsp01,1939,1,NYA,AL,3,0,11,0,0,0,0,57,26,6,0,9,4,0.32,2.84
chandsp01,1942,1,NYA,AL,16,5,24,24,17,3,0,602,176,53,13,74,74,0.23,2.38
chandsp01,1943,1,NYA,AL,20,4,30,30,20,5,0,759,197,46,5,54,134,0.21,1.64
chandsp01,1946,1,NYA,AL,20,8,34,32,20,6,2,772,200,60,7,90,138,0.21,2.1
chandsp01,1947,1,NYA,AL,9,5,17,16,13,2,0,384,100,35,4,41,68,0.21,2.46
chapmar01,2012,1,CIN,NL,5,5,68,0,0,0,38,215,35,12,4,23,122,0.141,1.51
chapmar01,2013,1,CIN,NL,4,5,68,0,0,0,38,191,37,18,7,29,112,0.164,2.54
chapmar01,2014,1,CIN,NL,0,3,54,0,0,0,36,162,21,12,1,24,106,0.121,2.0
chapmar01,2015,1,CIN,NL,4,4,65,0,0,0,33,199,43,12,3,33,116,0.181,1.63
chapmar01,2016,1,NYA,AL,3,0,31,0,0,0,20,94,20,7,2,8,44,0.179,2.01
chapmar01,2016,2,CHN,NL,1,1,28,0,0,0,16,80,12,3,0,10,46,0.132,1.01
chapmar01,2018,1,NYA,AL,3,0,55,0,0,0,32,154,24,14,2,30,93,0.136,2.45
chapmar01,2019,1,NYA,AL,3,2,60,0,0,0,37,171,38,14,3,25,85,0.185,2.21
chapmar01,2021,1,NYA,AL,6,4,61,0,0,0,30,169,36,21,9,38,97,0.182,3.36
chargjt01,2021,1,SEA,AL,1,0,31,0,0,0,0,90,23,10,2,6,29,0.217,3.0
chargjt01,2021,2,TBA,AL,5,1,25,0,0,0,0,71,15,5,3,14,24,0.183,1.9
chargjt01,2022,1,TBA,AL,2,0,21,3,0,0,0,67,16,6,3,5,17,0.203,2.42
charlno01,1989,1,CIN,NL,8,3,69,0,0,0,0,286,67,31,5,40,98,0.197,2.93
charlno01,1990,1,CIN,NL,12,9,56,16,1,1,2,463,131,47,10,70,117,0.231,2.74
charlno01,1991,1,CIN,NL,3,5,39,11,0,0,1,325,92,35,6,34,77,0.236,2.91
charlno01,1992,1,CIN,NL,4,2,64,0,0,0,26,244,79,27,7,26,90,0.262,2.99
charlno01,1993,1,SEA,AL,1,3,34,0,0,0,18,104,22,9,4,17,48,0.179,2.34
charlno01,1995,2,SEA,AL,2,1,30,0,0,0,14,143,23,8,2,16,58,0.143,1.51
chaveje01,2018,2,CHN,NL,2,1,32,0,0,0,4,117,26,5,3,5,42,0.19,1.15
chaveje01,2021,1,ATL,NL,3,2,30,4,0,0,0,101,23,8,0,11,36,0.192,2.14
chaveje01,2022,3,ATL,NL,3,3,46,1,0,0,0,159,49,16,5,14,61,0.333,2.72
chenbr01,2000,1,ATL,NL,4,0,22,0,0,0,0,119,35,11,4,19,32,0.232,2.5
cheneto01,1963,1,TEX,AL,8,9,23,21,7,4,0,409,99,41,14,40,97,0.2,2.71
chifffl01,1982,1,SDN,NL,4,3,51,0,0,0,4,238,73,26,9,34,48,0.247,2.95
chipmbo01,1952,1,ATL,NL,1,1,29,0,0,0,0,125,28,13,5,20,16,0.18,2.81
choatra01,2011,1,MIA,NL,1,1,54,0,0,0,0,74,13,5,3,13,31,0.149,1.82
choatra01,2012,1,MIA,NL,0,0,44,0,0,0,1,76,16,7,0,9,27,0.178,2.49
choatra01,2013,1,SLN,NL,2,1,64,0,0,0,0,106,26,9,0,11,28,0.208,2.29
chouibo01,1999,1,ARI,NL,5,2,32,0,0,0,1,121,31,12,3,12,23,0.22,2.68
chrisja01,1997,1,PIT,NL,3,0,39,0,0,0,0,101,37,11,2,17,37,0.274,2.94
chrisja01,1998,1,PIT,NL,3,3,60,0,0,0,6,194,51,18,2,27,71,0.216,2.51
chrisja01,2001,2,SFN,NL,1,0,25,0,0,0,0,51,14,3,1,5,12,0.241,1.59
chrismi02,1992,1,CLE,AL,0,0,10,0,0,0,0,54,17,6,2,10,13,0.254,3.0
chrisru01,1944,1,OAK,AL,14,14,35,24,13,1,1,646,200,71,6,63,84,0.24,2.97
chrisru01,1947,1,OAK,AL,10,7,44,0,0,0,12,242,70,26,4,33,33,0.23,2.9
chrisru01,1948,1,CLE,AL,3,2,45,0,0,0,17,177,55,19,3,27,14,0.24,2.9
churcbu01,1950,1,PHI,NL,8,6,31,18,8,2,1,426,113,43,12,56,50,0.22,2.73
cimbead01,2021,1,MIA,NL,1,2,33,0,0,0,0,103,30,11,0,11,21,0.242,2.88
cimbead01,2021,2,TOR,AL,2,2,39,0,0,0,1,112,31,7,2,5,30,0.226,1.69
cimbead01,2022,1,TOR,AL,10,6,77,0,0,0,4,212,66,22,6,13,58,0.248,2.8
ciminpe01,1966,1,MIN,AL,2,5,35,0,0,0,4,194,53,21,4,30,57,0.22,2.92
cingrto01,2013,1,CIN,NL,7,4,23,18,0,0,0,314,72,34,14,43,120,0.196,2.92
cingrto01,2017,2,LAN,NL,0,0,22,0,0,0,0,58,15,6,1,6,28,0.214,2.79
cishest01,2011,1,MIA,NL,2,1,45,0,0,0,3,164,45,16,1,19,55,0.221,2.63
cishest01,2012,1,MIA,NL,5,2,68,0,0,0,15,191,54,19,3,29,68,0.23,2.69
cishest01,2013,1,MIA,NL,4,6,69,0,0,0,34,209,53,18,3,22,74,0.211,2.33
cishest01,2014,1,MIA,NL,4,5,67,0,0,0,39,196,58,23,3,21,84,0.237,3.17
cishest01,2015,2,SLN,NL,0,0,27,0,0,0,1,70,18,6,2,13,20,0.212,2.31
cishest01,2016,1,SEA,AL,4,6,62,0,0,0,25,192,44,20,8,21,76,0.19,2.81
cishest01,2017,2,TBA,AL,2,1,26,0,0,0,0,74,13,3,0,7,26,0.153,1.09
cishest01,2018,1,CHN,NL,4,3,80,0,0,0,4,211,45,17,5,28,78,0.181,2.18
cishest01,2019,1,CHN,NL,4,6,70,0,0,0,7,192,48,21,7,29,57,0.21,2.95
cisnejo01,2022,1,DET,AL,1,0,28,0,0,0,0,75,15,3,0,19,23,0.176,1.08
civalaa01,2019,1,CLE,AL,3,4,10,10,0,0,0,173,44,15,4,16,46,0.216,2.34
clancji01,1991,1,HOU,NL,0,3,30,0,0,0,5,165,37,17,5,20,33,0.193,2.78
clarkbr01,1982,1,SEA,AL,5,2,37,5,1,1,0,344,104,35,6,58,70,0.241,2.75
clarkbr01,1987,1,CHA,AL,0,0,11,0,0,0,0,56,19,5,1,8,8,0.297,2.41
clarkma01,1997,2,CHN,NL,6,1,9,9,2,0,0,189,55,20,6,12,51,0.226,2.86
clarkri01,1967,1,LAA,AL,12,11,32,30,1,1,0,522,144,50,15,69,81,0.22,2.59
clarkri01,1971,1,LAA,AL,2,1,11,7,1,1,1,132,36,14,6,28,28,0.22,2.86
clarkwa02,1927,1,LAN,NL,7,2,27,3,1,0,2,221,74,19,2,19,32,0.26,2.32
clarkwa02,1928,1,LAN,NL,12,9,40,19,10,2,3,584,193,58,4,50,85,0.25,2.68
clarkwa02,1932,1,LAN,NL,20,12,40,36,19,2,0,819,282,106,10,49,99,0.26,3.49
claseem01,2019,1,TEX,AL,2,3,21,1,0,0,1,70,20,6,2,6,21,0.23,2.31
claseem01,2021,1,CLE,AL,4,5,71,0,0,0,24,209,51,10,2,16,74,0.195,1.29
claseem01,2022,1,CLE,AL,3,4,77,0,0,0,42,218,43,11,3,10,77,0.167,1.36
claudal01,2016,1,TEX,AL,4,1,39,0,0,0,0,155,55,16,2,10,34,0.27,2.79
claudal01,2017,1,TEX,AL,4,2,70,1,0,0,11,248,71,23,5,15,56,0.235,2.5
clearma01,1982,1,BOS,AL,14,9,55,0,0,0,14,315,92,35,11,61,109,0.238,3.0
clearma01,1986,1,MIL,AL,5,5,59,0,0,0,16,221,53,18,4,36,85,0.201,2.2
clearma01,1988,1,MIL,AL,1,0,25,0,0,0,0,87,23,9,4,21,26,0.215,2.79
clemema01,2002,1,CHN,NL,12,11,32,32,3,2,0,615,162,82,18,85,215,0.215,3.6
clemepa01,1986,1,PIT,NL,0,4,65,0,0,0,2,183,53,19,1,32,31,0.251,2.8
clemepa01,1992,1,SDN,NL,2,1,27,0,0,0,0,71,25,7,0,12,11,0.281,2.66
clemero02,1986,1,BOS,AL,24,4,33,33,10,1,0,762,179,70,21,67,238,0.195,2.48
clemero02,1987,1,BOS,AL,20,9,36,36,18,7,0,845,248,93,19,83,256,0.235,2.97
clemero02,1988,1,BOS,AL,18,12,35,35,14,8,0,792,217,86,17,62,291,0.22,2.93
clemero02,1989,1,BOS,AL,17,11,35,35,8,3,0,760,215,88,20,93,230,0.231,3.13
clemero02,1990,1,BOS,AL,21,6,31,31,7,4,0,685,193,49,7,54,209,0.228,1.93
clemero02,1991,1,BOS,AL,18,10,35,35,13,4,0,814,219,79,15,65,241,0.221,2.62
clemero02,1992,1,BOS,AL,18,11,32,32,11,5,0,740,203,66,11,62,208,0.224,2.41
clemero02,1994,1,BOS,AL,9,7,24,24,3,1,0,512,124,54,15,71,168,0.204,2.85
clemero02,1996,1,BOS,AL,10,13,34,34,6,2,0,728,216,98,19,106,257,0.237,3.63
clemero02,1997,1,TOR,AL,21,7,34,34,9,3,0,792,204,60,9,68,292,0.213,2.05
clemero02,1998,1,TOR,AL,20,6,33,33,5,3,0,704,169,69,11,88,271,0.198,2.65
clemero02,2001,1,NYA,AL,20,3,33,33,0,0,0,661,205,86,19,72,213,0.246,3.51
clemero02,2004,1,HOU,NL,18,4,33,33,0,0,0,643,169,71,15,79,218,0.217,2.98
clemero02,2005,1,HOU,NL,13,8,32,32,1,0,0,634,151,44,11,62,185,0.198,1.87
clemero02,2006,1,HOU,NL,7,6,19,19,0,0,0,340,89,29,7,29,102,0.216,2.3
clevete01,1962,1,NYA,AL,2,0,21,0,0,0,0,114,36,12,3,17,11,0.24,2.84
clevimi01,2018,1,CLE,AL,13,8,32,32,1,1,0,600,164,67,21,67,207,0.223,3.02
clevimi01,2019,1,CLE,AL,13,4,21,21,0,0,0,378,96,38,10,37,169,0.209,2.71
clevimi01,2020,2,SDN,NL,2,1,4,4,1,1,0,57,14,6,1,3,19,0.212,2.84
clibust02,1985,1,LAA,AL,9,3,44,0,0,0,6,297,87,23,5,26,48,0.241,2.09
clippty01,2009,1,WAS,NL,4,2,41,0,0,0,0,181,36,18,9,32,67,0.172,2.69
clippty01,2011,1,WAS,NL,3,0,72,0,0,0,0,265,48,18,11,26,104,0.162,1.83
clippty01,2012,1,WAS,NL,2,6,74,0,0,0,32,218,55,30,7,29,84,0.204,3.72
clippty01,2013,1,WAS,NL,6,3,72,0,0,0,0,213,37,19,9,24,73,0.152,2.41
clippty01,2014,1,WAS,NL,7,4,75,0,0,0,1,211,47,17,5,23,82,0.188,2.18
clippty01,2015,1,OAK,AL,1,3,37,0,0,0,17,116,25,12,3,21,38,0.175,2.79
clippty01,2016,2,NYA,AL,2,3,29,0,0,0,2,76,20,7,3,11,26,0.211,2.49
clippty01,2019,1,CLE,AL,1,0,53,3,0,0,0,186,38,20,8,15,64,0.176,2.9
clippty01,2020,1,MIN,AL,2,1,26,2,0,0,0,78,19,8,2,4,26,0.202,2.77
clonito01,1965,1,ATL,NL,24,11,40,38,16,1,1,837,247,102,20,119,211,0.23,3.29
clontbr01,1999,1,PIT,NL,1,3,56,0,0,0,2,148,49,15,6,24,40,0.254,2.74
coateji01,1959,1,NYA,AL,6,1,37,4,2,0,0,301,89,32,10,36,64,0.23,2.87
cobbal01,2013,1,TBA,AL,11,3,22,22,1,0,0,430,120,44,13,45,134,0.228,2.76
cobbal01,2014,1,TBA,AL,10,9,27,27,0,0,0,499,142,53,11,47,149,0.231,2.87
cocanja01,1983,1,MIL,AL,2,0,5,3,1,0,0,90,21,6,1,12,8,0.2,1.8
coffeto01,2009,1,MIL,NL,4,4,78,0,0,0,2,251,76,27,8,21,65,0.247,2.9
colboji01,1973,1,MIL,AL,20,12,43,36,22,4,1,943,297,111,21,87,135,0.251,3.18
colege01,2015,1,PIT,NL,19,8,32,32,0,0,0,624,183,60,11,44,202,0.239,2.6
colege01,2018,1,HOU,AL,15,5,32,32,1,1,0,601,143,64,19,64,276,0.198,2.88
colege01,2019,1,HOU,AL,20,5,33,33,0,0,0,637,142,59,29,48,326,0.186,2.5
colege01,2020,1,NYA,AL,7,3,12,12,2,1,0,219,53,23,14,17,94,0.197,2.84
colege01,2021,1,NYA,AL,16,8,30,30,2,1,0,544,151,65,24,41,243,0.223,3.23
colege01,2022,1,NYA,AL,13,8,33,33,0,0,0,602,154,78,33,50,257,0.209,3.5
colemdy01,2022,1,KCR,AL,5,2,68,0,0,0,0,204,47,21,5,37,71,0.194,2.78
colemjo05,1965,1,TEX,AL,2,0,2,2,2,0,0,54,9,3,0,8,7,0.15,1.5
colemjo05,1971,1,DET,AL,20,9,39,38,16,3,0,858,241,100,17,96,236,0.229,3.15
colemjo05,1972,1,DET,AL,19,14,40,39,9,3,0,840,216,87,23,110,222,0.214,2.8
colemjo05,1973,1,DET,AL,23,15,40,40,13,2,0,865,283,113,32,93,202,0.258,3.53
colemjo05,1977,1,OAK,AL,4,4,43,12,2,0,2,383,114,42,11,49,55,0.241,2.96
colemjo05,1978,1,OAK,AL,3,0,10,0,0,0,0,59,12,3,1,5,4,0.185,1.37
colemlo01,2011,1,KCR,AL,1,4,48,0,0,0,1,179,44,19,9,26,64,0.207,2.87
colemlo01,2013,1,KCR,AL,3,0,27,0,0,0,0,89,19,2,1,6,32,0.186,0.61
coleta01,2018,1,LAA,AL,4,2,18,2,0,0,0,108,20,11,3,12,39,0.169,2.75
colliri01,1926,1,DET,AL,8,8,30,13,5,3,1,366,128,37,4,44,44,0.27,2.73
collmjo01,2016,2,ATL,NL,2,0,3,3,0,0,0,57,15,5,3,5,16,0.221,2.37
colluja01,1951,1,SLN,NL,2,1,3,2,1,1,0,51,11,3,0,10,5,0.2,1.59
colomal01,2014,1,TBA,AL,2,0,5,3,0,0,0,71,19,7,1,10,13,0.221,2.66
colomal01,2016,1,TBA,AL,2,4,57,0,0,0,37,170,43,12,6,15,71,0.206,1.91
colomal01,2017,1,TBA,AL,2,3,65,0,0,0,47,200,57,24,4,23,58,0.232,3.24
colomal01,2018,2,SEA,AL,5,0,47,0,0,0,1,139,35,13,6,13,49,0.207,2.53
colomal01,2019,1,CHA,AL,4,5,62,0,0,0,30,183,42,19,7,23,55,0.191,2.8
colomal01,2020,1,CHA,AL,2,0,21,0,0,0,12,67,13,2,0,8,16,0.163,0.81
colonba01,2000,1,CLE,AL,15,8,30,30,2,1,0,564,163,81,21,98,212,0.233,3.88
colonba01,2001,1,CLE,AL,14,12,34,34,1,0,0,667,220,101,26,90,201,0.261,4.09
colonba01,2002,1,CLE,AL,10,4,16,16,4,2,0,349,104,33,11,31,75,0.245,2.55
colonba01,2005,1,LAA,AL,21,8,33,33,2,0,0,668,215,86,26,43,157,0.254,3.48
colonba01,2013,1,OAK,AL,18,6,30,30,3,3,0,571,193,56,14,29,117,0.264,2.65
combspa01,1989,1,PHI,NL,4,0,6,6,1,1,0,116,36,9,2,6,30,0.248,2.09
comerst01,1978,1,TEX,AL,11,5,30,11,3,2,1,352,107,30,5,37,65,0.249,2.3
comerst01,1981,1,TEX,AL,8,2,36,1,0,0,6,232,70,22,1,31,22,0.241,2.56
comstke01,1989,1,SEA,AL,1,2,31,0,0,0,0,77,26,8,2,10,22,0.268,2.81
comstke01,1990,1,SEA,AL,7,4,60,0,0,0,2,168,40,18,4,26,50,0.206,2.89
condrcl01,2002,1,SDN,NL,1,2,9,3,0,0,0,80,20,5,1,8,16,0.217,1.69
condrcl01,2009,1,PHI,NL,6,2,45,0,0,0,1,126,37,14,4,14,25,0.233,3.0
coneda01,1988,1,NYN,NL,20,3,35,28,8,4,0,694,178,57,10,80,213,0.213,2.22
coneda01,1990,1,NYN,NL,14,10,31,30,6,2,0,635,177,76,21,65,233,0.226,3.23
coneda01,1991,1,NYN,NL,14,14,34,34,5,2,0,698,204,85,13,73,241,0.235,3.29
coneda01,1992,1,NYN,NL,13,7,27,27,7,5,0,590,162,63,12,82,214,0.223,2.88
coneda01,1992,2,TOR,AL,4,3,8,7,0,0,0,159,39,15,3,29,47,0.207,2.55
coneda01,1994,1,KCR,AL,16,5,23,23,4,3,0,515,130,56,15,54,132,0.209,2.94
coneda01,1996,1,NYA,AL,7,2,11,11,1,0,0,216,50,23,3,34,71,0.198,2.88
coneda01,1997,1,NYA,AL,12,6,29,29,1,0,0,585,155,61,17,86,222,0.218,2.82
coneda01,1998,1,NYA,AL,20,7,31,31,3,0,0,623,186,82,20,59,209,0.237,3.55
conlead01,2021,1,TBA,AL,0,0,17,0,0,0,0,59,14,5,2,6,16,0.212,2.29
conlege01,1954,1,ATL,NL,14,9,28,27,12,2,0,583,171,64,17,79,113,0.24,2.96
conlege01,1959,1,PHI,NL,12,7,25,22,12,3,1,540,159,60,13,42,102,0.23,3.0
consusa01,1953,2,CHA,AL,7,5,29,13,5,1,3,372,122,35,9,28,30,0.25,2.54
consusa01,1954,1,CHA,AL,16,3,39,17,3,2,3,462,142,46,9,35,31,0.24,2.69
consusa01,1955,1,CHA,AL,6,5,44,7,3,0,7,379,120,37,4,18,35,0.25,2.64
contrjo01,2009,2,COL,NL,1,0,7,2,0,0,0,51,20,3,2,8,17,0.308,1.59
cookde01,1988,1,SFN,NL,2,1,4,4,1,1,0,66,9,7,1,11,13,0.125,2.86
cookde01,1991,1,LAN,NL,1,0,20,1,0,0,0,53,12,1,0,7,8,0.203,0.51
cookde01,1998,1,NYN,NL,8,4,73,0,0,0,1,204,60,18,5,27,79,0.24,2.38
cookry01,2012,1,OAK,AL,6,2,71,0,0,0,14,220,42,17,4,27,80,0.166,2.09
cookry01,2013,1,OAK,AL,6,4,71,0,0,0,2,202,62,19,2,25,67,0.238,2.54
coonejo01,1922,1,ATL,NL,1,2,4,3,1,0,0,75,19,6,0,6,7,0.22,2.16
coopemo01,1942,1,SLN,NL,22,7,37,35,22,10,0,836,207,55,9,68,152,0.2,1.78
coopemo01,1943,1,SLN,NL,21,8,37,32,24,6,3,822,228,70,5,79,141,0.22,2.3
coopemo01,1944,1,SLN,NL,22,7,34,33,22,7,1,757,227,69,6,60,97,0.23,2.46
coopemo01,1945,1,SLN,NL,2,0,4,3,1,0,0,71,20,4,1,7,14,0.22,1.52
corbedo01,1980,1,MIN,AL,8,6,73,0,0,0,23,409,102,30,7,42,89,0.213,1.98
corbedo01,1981,1,MIN,AL,2,6,54,0,0,0,17,263,80,25,5,34,60,0.239,2.57
corbedo01,1984,1,LAA,AL,5,1,45,1,0,0,4,255,76,20,2,30,48,0.244,2.12
corbipa01,2018,1,ARI,NL,11,7,33,33,1,1,0,600,162,70,15,48,246,0.218,3.15
corbipa01,2019,1,WAS,NL,14,7,33,33,1,1,0,606,169,73,24,70,238,0.227,3.25
corbira01,1972,1,MIN,AL,8,9,31,19,5,3,0,485,135,47,12,53,83,0.23,2.62
cordech01,2004,1,WAS,NL,7,3,69,0,0,0,14,248,68,27,8,43,83,0.221,2.94
cordech01,2005,1,WAS,NL,2,4,74,0,0,0,47,223,55,15,9,17,61,0.198,1.82
cordech01,2007,1,WAS,NL,3,3,76,0,0,0,37,225,75,28,8,29,62,0.26,3.36
cordefr01,2002,1,TEX,AL,2,0,39,0,0,0,10,136,33,9,2,13,41,0.204,1.79
cordefr01,2003,1,TEX,AL,5,8,73,0,0,0,15,248,70,27,4,38,90,0.23,2.94
cordefr01,2004,1,TEX,AL,3,4,67,0,0,0,49,215,60,17,1,32,79,0.226,2.13
cordefr01,2005,1,TEX,AL,3,1,69,0,0,0,37,207,61,26,5,30,79,0.234,3.39
cordefr01,2006,2,MIL,NL,3,1,28,0,0,0,16,80,20,5,2,16,30,0.213,1.69
cordefr01,2007,1,MIL,NL,0,4,66,0,0,0,44,190,52,21,4,18,86,0.218,2.98
cordefr01,2008,1,CIN,NL,5,4,72,0,0,0,34,211,61,26,6,38,78,0.235,3.33
cordefr01,2009,1,CIN,NL,2,6,68,0,0,0,39,200,58,16,2,30,58,0.243,2.16
cordefr01,2010,1,CIN,NL,6,5,75,0,0,0,40,218,68,31,5,36,59,0.246,3.84
cordefr01,2011,1,CIN,NL,5,3,68,0,0,0,37,209,49,19,6,22,42,0.198,2.45
cormirh01,2003,1,PHI,NL,8,0,65,0,0,0,1,254,54,16,4,25,67,0.182,1.7
cormirh01,2006,1,PHI,NL,2,2,43,0,0,0,0,102,27,6,2,13,13,0.225,1.59
corpama01,2007,1,COL,NL,4,2,78,0,0,0,19,234,63,18,6,20,58,0.224,2.08
corsiji01,1989,1,OAK,AL,1,2,22,0,0,0,0,115,26,8,2,10,21,0.194,1.88
corsiji01,1992,1,OAK,AL,4,2,32,0,0,0,0,132,44,7,2,18,19,0.275,1.43
corsiji01,1995,1,OAK,AL,2,4,38,0,0,0,2,135,31,11,2,26,26,0.203,2.2
corsiji01,1998,1,BOS,AL,3,2,59,0,0,0,0,198,58,19,6,23,49,0.235,2.59
cortene01,2021,1,NYA,AL,2,3,22,14,0,0,0,279,75,30,14,25,103,0.217,2.9
cortene01,2022,1,NYA,AL,12,4,28,28,1,1,0,475,108,43,16,38,163,0.189,2.44
corwial01,1952,1,SFN,NL,6,1,21,7,1,0,2,203,58,20,5,36,36,0.23,2.66
cosarja01,2013,1,HOU,AL,1,1,10,10,0,0,0,180,46,13,3,35,33,0.22,1.95
cosarja01,2014,2,MIA,NL,4,4,10,10,0,0,0,192,54,17,2,22,40,0.231,2.39
costejo01,1988,1,SLN,NL,5,2,36,0,0,0,1,149,44,10,3,25,38,0.235,1.81
cottojh01,2016,1,OAK,AL,2,0,5,5,0,0,0,88,20,7,4,4,23,0.185,2.15
cottojh01,2022,1,MIN,AL,2,2,25,0,0,0,0,105,23,11,7,16,31,0.185,2.83
cottsne01,2005,1,CHA,AL,4,0,69,0,0,0,0,181,38,13,1,29,58,0.179,1.94
cottsne01,2013,1,TEX,AL,8,3,58,0,0,0,1,171,36,7,2,18,65,0.18,1.11
coxca01,1967,1,TEX,AL,7,4,54,0,0,0,1,219,67,24,2,21,32,0.25,2.96
coxca01,1969,1,TEX,AL,12,7,52,13,4,0,0,515,161,53,15,64,73,0.25,2.78
coxda01,1985,1,SLN,NL,18,9,35,35,10,4,0,723,226,77,19,64,131,0.251,2.88
coxda01,1986,1,SLN,NL,12,13,32,32,8,0,0,660,189,71,14,60,108,0.234,2.9
coxda01,1994,1,TOR,AL,1,1,10,0,0,0,3,56,7,3,0,7,14,0.113,1.45
crabtti01,1996,1,TOR,AL,5,3,53,0,0,0,1,202,59,19,4,22,57,0.231,2.54
craigro01,1955,1,LAN,NL,5,3,21,10,3,0,2,272,81,28,8,43,48,0.23,2.78
craigro01,1959,1,LAN,NL,11,5,29,17,7,4,0,458,122,35,13,45,76,0.21,2.06
crainje01,2004,1,MIN,AL,3,0,22,0,0,0,0,81,17,6,2,12,14,0.179,2.0
crainje01,2005,1,MIN,AL,12,5,75,0,0,0,1,239,61,24,6,29,25,0.219,2.71
crainje01,2011,1,CHA,AL,8,3,67,0,0,0,1,196,50,19,7,31,70,0.215,2.62
crainje01,2012,1,CHA,AL,2,3,51,0,0,0,0,144,29,13,5,23,60,0.171,2.44
crainje01,2013,1,CHA,AL,2,3,38,0,0,0,0,110,31,3,0,11,46,0.225,0.74
crawfst01,1989,1,KCR,AL,3,1,25,0,0,0,0,162,48,17,2,19,33,0.242,2.83
cressja01,2003,1,CLE,AL,2,1,33,0,0,0,0,129,40,12,1,9,28,0.252,2.51
crewsti01,1987,1,LAN,NL,1,1,20,0,0,0,3,87,30,8,2,8,20,0.268,2.48
crewsti01,1990,1,LAN,NL,4,5,66,2,0,0,5,322,98,33,9,24,76,0.238,2.77
crickky01,2018,1,PIT,NL,3,2,64,0,0,0,2,181,45,16,3,23,65,0.202,2.39
crimch01,1988,1,MIL,AL,7,6,70,0,0,0,9,315,95,34,11,28,58,0.247,2.91
crimch01,1989,1,MIL,AL,9,7,76,0,0,0,7,353,114,37,7,36,59,0.259,2.83
crismna01,2022,1,SDN,NL,5,2,50,1,0,0,0,202,57,22,5,22,65,0.226,2.94
crockky01,2014,1,CLE,AL,4,1,43,0,0,0,0,90,26,6,2,8,28,0.239,1.8
cronera01,1954,1,ATL,NL,1,0,19,2,1,0,1,147,44,11,6,19,33,0.24,2.02
croucbi02,1939,1,LAN,NL,4,0,6,3,3,0,0,115,37,11,3,14,10,0.25,2.58
croucbi02,1941,2,SLN,NL,1,2,18,4,0,0,6,135,45,15,2,14,15,0.27,3.0
crowaa01,2011,1,KCR,AL,4,4,57,0,0,0,0,186,55,19,8,31,65,0.237,2.76
crowdal01,1928,1,BAL,AL,21,5,41,31,19,1,2,732,238,100,11,91,99,0.25,3.69
crowdal01,1932,1,MIN,AL,26,13,50,39,21,3,1,981,319,121,17,77,103,0.25,3.33
