playerID,yearID,stint,teamID,lgID,W,L,G,GS,CG,SHO,SV,IPouts,H,ER,HR,BB,SO,BAOpp,ERA
lockebo01,1964,1,PHI,NL,0,0,8,0,0,0,0,58,21,6,2,6,11,0.27,2.79
lockebo01,1967,1,LAA,AL,3,0,9,1,0,0,2,58,14,5,1,3,7,0.2,2.33
lockebo02,1966,1,CHA,AL,9,8,56,0,0,0,12,285,73,26,2,23,70,0.2,2.46
lockebo02,1967,1,CHA,AL,7,5,77,0,0,0,20,374,102,29,5,23,80,0.22,2.09
lockebo02,1968,1,CHA,AL,5,4,70,0,0,0,10,271,78,23,4,27,62,0.23,2.29
lockebo02,1969,2,MIL,AL,3,3,51,0,0,0,6,235,69,19,3,26,46,0.23,2.18
lockebo02,1970,2,OAK,AL,3,3,38,0,0,0,4,169,49,18,1,19,33,0.232,2.88
lockebo02,1971,1,OAK,AL,7,2,47,0,0,0,6,217,68,23,2,19,46,0.249,2.86
lockebo02,1972,1,OAK,AL,6,1,56,0,0,0,10,234,69,23,1,16,47,0.235,2.65
lockebo02,1973,1,CHN,NL,10,6,63,0,0,0,18,319,96,30,6,42,76,0.246,2.54
lockwsk01,1975,1,NYN,NL,1,3,24,0,0,0,2,145,28,8,3,25,61,0.174,1.49
lockwsk01,1976,1,NYN,NL,10,7,56,0,0,0,19,283,62,28,6,34,108,0.186,2.67
lockwsk01,1979,1,NYN,NL,2,5,27,0,0,0,9,127,33,7,3,14,42,0.224,1.49
loeka01,2010,1,MIL,NL,3,5,53,0,0,0,0,175,54,18,6,15,46,0.245,2.78
loesbi01,1952,1,LAN,NL,13,8,39,21,8,4,1,562,154,56,12,71,115,0.22,2.69
loganbo01,1938,1,CHN,NL,0,2,14,0,0,0,2,68,18,7,0,17,10,0.22,2.78
loganbo02,2010,1,NYA,AL,2,0,51,0,0,0,0,120,34,13,3,20,38,0.231,2.93
lohrmbi01,1942,2,SFN,NL,13,4,26,19,12,2,0,474,143,45,11,33,41,0.24,2.56
lohseky01,2012,1,SLN,NL,16,3,33,33,0,0,0,633,192,67,19,38,143,0.239,2.86
lolicmi01,1965,1,DET,AL,15,9,43,37,7,3,3,731,216,93,23,72,226,0.23,3.44
lolicmi01,1969,1,DET,AL,19,11,37,36,15,1,1,842,214,98,22,122,271,0.21,3.14
lolicmi01,1970,1,DET,AL,14,19,40,39,13,3,0,818,272,115,27,109,230,0.26,3.8
lolicmi01,1971,1,DET,AL,25,14,45,45,29,4,0,1128,336,122,36,92,308,0.237,2.92
lolicmi01,1972,1,DET,AL,22,14,41,41,23,4,0,982,282,91,29,74,250,0.234,2.5
lolicmi01,1973,1,DET,AL,16,15,42,42,17,3,0,926,315,131,35,79,214,0.266,3.82
lolicmi01,1974,1,DET,AL,16,21,41,41,27,3,0,924,310,142,38,78,202,0.268,4.15
lolicmi01,1978,1,SDN,NL,2,1,20,2,0,0,1,104,30,6,0,11,13,0.24,1.56
lombavi01,1946,1,LAN,NL,13,10,41,25,13,2,3,579,170,62,10,84,60,0.23,2.89
lombavi01,1947,1,LAN,NL,12,11,33,20,7,3,3,524,156,58,12,65,72,0.24,2.99
lonboji01,1967,1,BOS,AL,22,9,39,39,15,2,0,820,228,96,23,83,246,0.22,3.16
lonboji01,1972,1,MIL,AL,14,12,33,30,11,2,1,669,197,70,17,76,143,0.238,2.83
loopebr01,2004,1,NYN,NL,2,5,71,0,0,0,29,250,86,25,5,16,60,0.266,2.7
lopated01,1946,1,CHA,AL,13,13,29,29,20,2,0,693,216,70,18,48,89,0.24,2.73
lopated01,1947,1,CHA,AL,16,13,31,31,22,3,0,758,241,79,17,73,109,0.25,2.81
lopated01,1951,1,NYA,AL,21,9,31,31,20,4,0,704,209,76,12,71,93,0.23,2.91
lopated01,1952,1,NYA,AL,10,5,20,19,10,2,0,448,127,42,11,53,56,0.23,2.53
lopated01,1953,1,NYA,AL,16,4,25,24,9,3,0,535,169,48,13,32,50,0.25,2.42
lopezal02,1998,1,TBA,AL,7,4,54,0,0,0,1,239,73,23,7,32,62,0.249,2.6
lopezau01,1979,1,DET,AL,10,5,61,0,0,0,21,381,95,34,12,51,106,0.21,2.41
lopezau01,1983,1,DET,AL,9,8,57,0,0,0,18,346,87,36,12,49,90,0.21,2.81
lopezau01,1984,1,DET,AL,10,1,71,0,0,0,14,413,109,45,16,52,94,0.221,2.94
lopezja02,2008,1,BOS,AL,2,0,70,0,0,0,0,178,53,16,4,27,38,0.245,2.43
lopezja02,2010,1,PIT,NL,2,2,50,0,0,0,0,116,39,12,2,18,22,0.273,2.79
lopezja02,2010,2,SFN,NL,2,0,27,0,0,0,0,57,11,3,0,2,16,0.164,1.42
lopezja02,2011,1,SFN,NL,5,2,70,0,0,0,1,159,42,16,0,26,40,0.221,2.72
lopezja02,2012,1,SFN,NL,3,0,70,0,0,0,7,108,37,10,1,14,28,0.27,2.5
lopezja02,2013,1,SFN,NL,4,2,69,0,0,0,1,118,30,8,1,12,37,0.208,1.83
lopezja02,2015,1,SFN,NL,1,0,77,0,0,0,0,118,19,7,1,16,26,0.145,1.6
lopezjo02,2018,1,MIL,NL,0,1,10,0,0,0,0,59,16,6,1,13,15,0.225,2.75
lopezjo02,2022,1,BAL,AL,4,6,44,0,0,0,19,145,30,9,3,17,54,0.174,1.68
lopezma01,1965,1,LAA,AL,14,13,35,32,8,1,1,646,185,70,12,82,122,0.23,2.93
lopezma01,1967,2,BAL,AL,1,0,4,4,0,0,0,53,15,5,1,10,15,0.22,2.55
lopezma01,1970,1,BAL,AL,1,1,25,3,0,0,0,182,47,14,2,37,49,0.217,2.08
lopezre01,2022,1,CHA,AL,6,4,61,1,0,0,0,196,51,20,1,11,63,0.218,2.76
lopezwi01,2010,1,HOU,NL,5,2,68,0,0,0,1,201,66,22,4,5,50,0.261,2.96
lopezwi01,2011,1,HOU,NL,2,6,73,0,0,0,0,213,72,22,6,18,56,0.264,2.79
lopezwi01,2012,1,HOU,NL,6,3,64,0,0,0,10,199,61,16,4,8,54,0.25,2.17
lorenmi01,2016,1,CIN,NL,2,1,35,0,0,0,0,150,41,16,5,13,48,0.224,2.88
lorenmi01,2019,1,CIN,NL,1,4,73,0,0,0,7,250,68,27,9,28,85,0.221,2.92
loupaa01,2012,1,TOR,AL,0,2,33,0,0,0,0,92,26,9,0,2,21,0.232,2.64
loupaa01,2013,1,TOR,AL,4,6,64,0,0,0,2,208,66,19,5,13,53,0.258,2.47
loupaa01,2020,1,TBA,AL,3,2,24,0,0,0,0,75,17,7,3,4,22,0.2,2.52
loupaa01,2021,1,NYN,NL,6,0,65,2,0,0,0,170,37,6,1,16,57,0.192,0.95
lowede01,1999,1,BOS,AL,6,3,74,0,0,0,15,328,84,32,7,25,80,0.208,2.63
lowede01,2000,1,BOS,AL,4,4,74,0,0,0,42,274,90,26,6,22,79,0.257,2.56
lowede01,2002,1,BOS,AL,21,8,32,32,1,1,0,659,166,63,12,48,127,0.211,2.58
lowema01,2006,1,SEA,AL,1,0,15,0,0,0,0,56,12,4,1,9,20,0.19,1.93
lowema01,2015,1,SEA,AL,0,1,34,0,0,0,0,108,31,4,1,11,47,0.235,1.0
lowntu01,1959,1,CHA,AL,9,2,60,0,0,0,15,280,73,30,12,42,63,0.21,2.89
lowntu01,1961,1,CHA,AL,7,5,59,0,0,0,11,303,87,31,13,35,50,0.23,2.76
lucasga01,1981,1,SDN,NL,7,7,57,0,0,0,13,270,78,20,1,36,53,0.247,2.0
lucasga01,1983,1,SDN,NL,5,8,62,0,0,0,17,273,85,29,9,34,60,0.245,2.87
lucasga01,1984,1,WAS,NL,0,3,55,0,0,0,8,159,54,16,4,20,42,0.267,2.72
lucasre01,1932,1,CIN,NL,13,17,31,31,28,0,0,808,261,88,10,35,63,0.24,2.94
luebkco01,2012,1,SDN,NL,3,1,5,5,0,0,0,93,28,9,1,8,23,0.233,2.61
luetglu01,2021,1,NYA,AL,4,2,57,1,0,0,1,217,67,22,6,15,78,0.238,2.74
luetglu01,2022,1,NYA,AL,4,4,50,0,0,0,2,172,63,17,4,17,60,0.276,2.67
lugose01,2016,1,NYN,NL,5,2,17,8,0,0,0,192,49,19,7,21,45,0.22,2.67
lugose01,2018,1,NYN,NL,3,4,54,5,0,0,3,304,81,30,9,28,103,0.217,2.66
lugose01,2019,1,NYN,NL,7,4,61,0,0,0,6,240,56,24,8,16,104,0.192,2.7
luquedo01,1919,1,CIN,NL,10,3,30,9,6,2,3,318,89,31,2,36,40,0.23,2.63
luquedo01,1920,1,CIN,NL,13,9,37,23,10,1,1,623,168,58,5,60,72,0.22,2.51
luquedo01,1923,1,CIN,NL,27,8,41,37,28,6,2,966,279,69,2,88,151,0.23,1.93
luquedo01,1925,1,CIN,NL,16,18,36,36,22,4,0,873,263,85,7,78,140,0.23,2.63
luquedo01,1933,1,SFN,NL,8,2,35,0,0,0,4,241,75,24,4,19,23,0.25,2.69
lylesjo01,2019,2,MIL,NL,7,1,11,11,0,0,0,176,43,16,9,22,56,0.202,2.45
lylesp01,1967,1,BOS,AL,1,2,27,0,0,0,5,130,33,11,3,14,42,0.21,2.28
lylesp01,1968,1,BOS,AL,6,1,49,0,0,0,11,197,67,20,6,14,52,0.26,2.74
lylesp01,1969,1,BOS,AL,8,3,71,0,0,0,17,308,91,29,8,48,93,0.24,2.54
lylesp01,1971,1,BOS,AL,6,4,50,0,0,0,16,157,41,16,5,23,37,0.228,2.75
lylesp01,1972,1,NYA,AL,9,5,59,0,0,0,35,323,84,23,3,29,75,0.216,1.92
lylesp01,1973,1,NYA,AL,5,9,51,0,0,0,27,247,66,23,4,18,63,0.216,2.51
lylesp01,1974,1,NYA,AL,9,3,66,0,0,0,15,342,93,21,6,43,89,0.225,1.66
lylesp01,1976,1,NYA,AL,7,8,64,0,0,0,23,311,82,26,5,42,61,0.225,2.26
lylesp01,1977,1,NYA,AL,13,5,72,0,0,0,26,411,131,33,7,33,68,0.257,2.17
lynched01,1981,1,NYN,NL,4,5,17,13,0,0,0,241,79,26,6,21,27,0.254,2.91
lynnla01,2014,1,SLN,NL,15,10,33,33,2,1,0,611,185,62,13,72,181,0.238,2.74
lynnla01,2019,1,TEX,AL,16,11,33,33,0,0,0,625,195,85,21,59,246,0.243,3.67
lynnla01,2021,1,CHA,AL,11,6,28,28,1,1,0,471,123,47,18,45,176,0.209,2.69
lyonbr01,2007,1,ARI,NL,6,4,73,0,0,0,2,222,70,22,2,22,40,0.251,2.68
lyonbr01,2009,1,DET,AL,6,5,65,0,0,0,3,236,56,25,7,31,57,0.205,2.86
lyonbr01,2012,2,TOR,AL,4,0,30,0,0,0,1,75,19,8,2,9,28,0.207,2.88
lyonste01,1925,1,CHA,AL,21,11,43,32,19,5,3,788,274,95,7,83,45,0.27,3.26
lyonste01,1927,1,CHA,AL,22,14,39,34,30,2,2,923,291,97,7,67,71,0.25,2.84
lyonste01,1930,1,CHA,AL,22,15,42,36,29,1,1,893,331,125,12,57,69,0.28,3.78
lyonste01,1939,1,CHA,AL,14,6,21,21,16,0,0,518,162,53,7,26,65,0.24,2.76
lyonste01,1942,1,CHA,AL,14,6,20,20,20,1,0,541,167,42,11,26,50,0.24,2.1
lyonste01,1946,1,CHA,AL,1,4,5,5,5,0,0,128,38,11,2,9,10,0.23,2.32
lyonsty01,2017,1,SLN,NL,4,1,50,0,0,0,3,162,39,17,3,20,68,0.206,2.83
macdobo01,1991,1,TOR,AL,3,3,45,0,0,0,0,161,51,17,5,25,24,0.252,2.85
macdomi01,2006,2,CHA,AL,1,1,25,0,0,0,0,75,19,5,1,6,19,0.213,1.8
macdomi01,2008,1,CHA,AL,0,0,16,0,0,0,0,51,16,4,0,12,12,0.25,2.12
macdomi01,2011,1,LAN,NL,3,1,69,0,0,0,1,171,54,13,3,29,41,0.257,2.05
macfada01,1936,1,ATL,NL,17,13,37,31,21,2,0,800,268,85,5,66,86,0.25,2.87
macfada01,1937,1,ATL,NL,14,14,32,32,16,2,0,738,250,80,5,60,70,0.26,2.93
macfada01,1938,1,ATL,NL,14,9,29,29,19,5,0,659,208,72,6,64,58,0.24,2.95
machije01,2013,1,SFN,NL,3,1,51,0,0,0,0,159,46,14,2,12,51,0.234,2.38
machije01,2014,1,SFN,NL,7,1,71,0,0,0,2,199,45,19,5,18,51,0.201,2.58
maconma01,1942,1,LAN,NL,5,3,14,8,4,1,1,252,67,18,3,33,27,0.22,1.93
maddugr01,1989,1,CHN,NL,19,12,35,35,7,1,0,715,222,78,13,82,135,0.249,2.95
maddugr01,1992,1,CHN,NL,20,11,35,35,9,4,0,804,201,65,7,70,199,0.21,2.18
maddugr01,1993,1,ATL,NL,20,10,36,36,8,1,0,801,228,70,14,52,197,0.232,2.36
maddugr01,1994,1,ATL,NL,16,6,25,25,10,3,0,606,150,35,4,31,156,0.207,1.56
maddugr01,1995,1,ATL,NL,19,2,28,28,10,3,0,629,147,38,8,23,181,0.197,1.63
maddugr01,1996,1,ATL,NL,15,11,35,35,5,1,0,735,225,74,11,28,172,0.241,2.72
maddugr01,1997,1,ATL,NL,19,4,33,33,5,2,0,698,200,57,9,20,177,0.236,2.2
maddugr01,1998,1,ATL,NL,18,9,34,34,9,5,0,753,201,62,13,45,204,0.22,2.22
maddugr01,2000,1,ATL,NL,19,9,35,35,6,3,0,748,225,83,19,42,190,0.238,3.0
maddugr01,2002,1,ATL,NL,16,6,34,34,0,0,0,598,194,58,14,45,118,0.257,2.62
maddumi01,1987,1,PHI,NL,2,0,7,2,0,0,0,51,17,5,0,5,15,0.254,2.65
maddumi01,1991,1,SDN,NL,7,2,64,1,0,0,5,296,78,27,4,27,57,0.221,2.46
maddumi01,1992,1,SDN,NL,2,2,50,1,0,0,5,239,71,21,2,24,60,0.236,2.37
madsory01,2004,1,PHI,NL,9,3,52,1,0,0,1,231,68,20,6,19,55,0.238,2.34
madsory01,2010,1,PHI,NL,6,2,55,0,0,0,5,159,42,15,4,13,64,0.212,2.55
madsory01,2011,1,PHI,NL,4,2,62,0,0,0,32,182,54,16,2,16,62,0.243,2.37
madsory01,2015,1,KCR,AL,1,2,68,0,0,0,3,190,47,15,5,14,58,0.205,2.13
madsory01,2016,1,OAK,AL,6,7,63,0,0,0,30,194,63,26,7,20,49,0.257,3.62
madsory01,2017,1,OAK,AL,2,4,40,0,0,0,1,118,25,9,2,6,39,0.188,2.06
madsory01,2017,2,WAS,NL,3,0,20,0,0,0,1,59,13,3,0,3,28,0.186,1.37
maedake01,2020,1,MIN,AL,6,1,11,11,0,0,0,200,40,20,9,10,80,0.168,2.7
maglisa01,1945,1,SFN,NL,5,4,13,10,7,3,0,253,72,22,2,22,32,0.23,2.35
maglisa01,1950,1,SFN,NL,18,4,47,16,12,5,1,618,169,62,14,86,96,0.22,2.71
maglisa01,1951,1,SFN,NL,23,6,42,37,22,3,4,894,254,97,27,86,146,0.23,2.93
maglisa01,1952,1,SFN,NL,18,8,35,31,12,5,1,648,199,70,16,75,112,0.24,2.92
maglisa01,1956,2,LAN,NL,13,5,28,26,9,3,0,573,154,61,21,52,108,0.22,2.87
maglisa01,1957,1,LAN,NL,6,6,19,17,4,1,1,304,94,33,12,26,50,0.24,2.93
maglisa01,1957,2,NYA,AL,2,0,6,3,1,1,3,78,22,5,1,7,9,0.22,1.73
magnami01,1991,1,KCR,AL,0,1,38,0,0,0,0,165,55,15,3,23,42,0.262,2.45
magnami01,1997,1,HOU,NL,3,1,40,0,0,0,1,143,39,12,2,11,43,0.223,2.27
magnami01,2001,1,OAK,AL,3,1,65,0,0,0,0,166,50,17,7,13,23,0.244,2.77
magrajo01,1988,1,SLN,NL,5,9,24,24,4,3,0,496,133,40,6,51,100,0.217,2.18
magrajo01,1989,1,SLN,NL,18,9,34,33,9,3,0,704,219,76,5,72,127,0.251,2.91
mahafar01,1960,1,PHI,NL,7,3,14,12,5,1,0,280,78,24,9,34,56,0.22,2.31
mahayro01,1997,1,BOS,AL,3,0,28,0,0,0,0,75,19,7,3,11,22,0.204,2.52
mahayro01,1999,1,OAK,AL,2,0,6,1,0,0,1,58,8,4,2,3,15,0.123,1.86
mahayro01,2001,1,CHN,NL,0,0,17,0,0,0,0,62,14,6,4,15,24,0.197,2.61
mahayro01,2004,1,TEX,AL,3,0,60,0,0,0,0,201,60,19,5,29,54,0.235,2.55
mahayro01,2007,1,TEX,AL,2,0,28,0,0,0,1,117,33,12,3,21,32,0.236,2.77
mahayro01,2007,2,ATL,NL,1,0,30,0,0,0,0,84,19,7,1,16,23,0.194,2.25
mahlemi01,1985,2,DET,AL,1,2,3,2,0,0,0,62,19,4,2,4,14,0.241,1.74
mahleri01,1981,1,ATL,NL,8,6,34,14,1,0,2,337,109,35,5,43,54,0.258,2.8
mahlety01,2017,1,CIN,NL,1,2,4,4,0,0,0,60,19,6,0,11,14,0.253,2.7
mahlety01,2021,1,CIN,NL,13,6,33,33,0,0,0,540,158,75,24,64,210,0.234,3.75
maholpa01,2005,1,PIT,NL,3,1,6,6,0,0,0,124,31,10,2,17,26,0.209,2.18
majewga01,2005,1,WAS,NL,4,4,79,0,0,0,1,258,80,28,2,37,50,0.248,2.93
malonji01,1963,1,CIN,NL,23,7,33,33,13,6,0,751,183,77,17,88,265,0.2,2.77
malonji01,1964,1,CIN,NL,15,10,31,31,11,2,0,648,175,65,16,83,214,0.22,2.71
malonji01,1965,1,CIN,NL,20,9,33,33,14,5,0,766,189,72,13,110,244,0.2,2.54
malonji01,1966,1,CIN,NL,16,8,32,32,10,5,0,674,174,70,18,90,216,0.21,2.8
malonji01,1969,1,CIN,NL,12,5,30,27,6,3,0,536,135,55,11,86,102,0.2,2.77
malonpa02,1928,1,CHN,NL,18,13,42,25,16,2,2,752,218,79,15,99,155,0.23,2.84
malonpa02,1929,1,CHN,NL,22,10,40,30,19,5,2,801,283,106,12,102,166,0.27,3.57
malonpa02,1930,1,CHN,NL,20,9,45,35,22,1,4,815,290,119,14,96,142,0.27,3.94
maltzgo01,1943,1,CHA,AL,7,4,37,0,0,0,14,296,86,27,8,24,48,0.23,2.46
maltzgo01,1944,1,CHA,AL,10,5,46,0,0,0,12,274,81,30,2,19,49,0.23,2.96
maltzgo01,1946,1,CHA,AL,2,0,19,0,0,0,2,119,30,7,3,6,17,0.2,1.59
manaese01,2019,1,OAK,AL,4,0,5,5,0,0,0,89,16,4,3,7,30,0.16,1.21
manesse01,2013,1,SLN,NL,5,2,66,0,0,0,1,186,65,16,4,13,35,0.281,2.32
manesse01,2014,1,SLN,NL,6,4,73,0,0,0,3,241,77,26,7,11,55,0.261,2.91
manoaal01,2022,1,TOR,AL,16,7,31,31,0,0,0,590,144,49,16,51,180,0.202,2.24
manshje01,2015,1,CLE,AL,1,0,32,0,0,0,0,118,20,4,1,10,33,0.155,0.92
mantema01,1998,1,MIA,NL,3,4,42,0,0,0,9,164,38,18,1,23,63,0.203,2.96
mantema01,1999,1,MIA,NL,1,2,35,0,0,0,10,109,24,11,4,25,50,0.186,2.72
mantema01,1999,2,ARI,NL,0,1,30,0,0,0,22,87,20,9,1,19,49,0.192,2.79
mantema01,2003,1,ARI,NL,5,4,50,0,0,0,29,165,37,16,6,18,68,0.191,2.62
manzajo01,1994,1,NYN,NL,3,2,37,0,0,0,2,142,34,14,4,13,48,0.2,2.66
manzajo01,1995,2,NYA,AL,0,0,11,0,0,0,0,52,19,4,1,9,11,0.279,2.08
marbefi01,1923,1,MIN,AL,4,0,11,4,2,0,0,134,42,14,1,17,18,0.25,2.82
marbefi01,1926,1,MIN,AL,12,7,64,5,3,0,22,414,120,46,4,66,43,0.24,3.0
marcujo01,1933,1,OAK,AL,3,2,5,5,4,2,0,111,28,8,0,20,14,0.2,1.95
maricju01,1960,1,SFN,NL,6,2,11,11,6,1,0,244,59,24,5,28,58,0.2,2.66
maricju01,1963,1,SFN,NL,25,8,41,40,18,5,0,964,259,86,27,61,248,0.21,2.41
maricju01,1964,1,SFN,NL,21,8,33,33,22,4,0,807,241,74,18,52,206,0.23,2.48
maricju01,1965,1,SFN,NL,22,13,39,37,24,10,1,886,224,70,27,46,240,0.2,2.13
maricju01,1966,1,SFN,NL,25,6,37,36,25,4,0,922,228,76,32,36,222,0.2,2.23
maricju01,1967,1,SFN,NL,14,10,26,26,18,2,0,607,195,62,20,42,166,0.24,2.76
maricju01,1968,1,SFN,NL,26,9,38,38,30,5,0,978,295,88,21,46,218,0.23,2.43
maricju01,1969,1,SFN,NL,21,11,37,36,27,8,0,899,244,70,15,54,205,0.22,2.1
maricju01,1971,1,SFN,NL,18,11,37,37,18,4,0,837,244,91,27,56,159,0.233,2.94
marmoca01,2007,1,CHN,NL,5,1,59,0,0,0,1,208,41,11,3,35,96,0.169,1.43
marmoca01,2008,1,CHN,NL,2,4,82,0,0,0,7,262,40,26,10,41,114,0.135,2.68
marmoca01,2010,1,CHN,NL,2,3,77,0,0,0,38,233,40,22,1,52,138,0.147,2.55
marmoca01,2011,1,CHN,NL,2,6,75,0,0,0,34,222,54,33,5,48,99,0.205,4.01
marmoca01,2013,2,LAN,NL,0,0,21,0,0,0,0,64,14,6,1,19,27,0.187,2.53
marquge01,2018,1,COL,NL,14,11,33,33,0,0,0,588,179,82,24,57,230,0.241,3.77
marreco01,1952,1,MIN,AL,11,8,22,22,16,2,0,553,175,59,9,53,77,0.24,2.88
marshev01,2014,1,ARI,NL,4,4,57,0,0,0,0,148,50,15,3,17,54,0.266,2.74
marshev01,2019,1,CHA,AL,4,2,55,0,0,0,0,152,42,14,5,24,41,0.228,2.49
marshev01,2020,1,CHA,AL,2,1,23,0,0,0,0,68,17,6,1,7,30,0.198,2.38
marshmi01,1967,1,DET,AL,1,3,37,0,0,0,10,177,51,13,6,20,41,0.23,1.98
marshmi01,1972,1,WAS,NL,14,8,65,0,0,0,18,348,82,23,3,47,95,0.202,1.78
marshmi01,1973,1,WAS,NL,14,11,92,0,0,0,31,537,163,53,10,75,124,0.252,2.66
marshmi01,1974,1,LAN,NL,15,12,106,0,0,0,21,625,191,56,9,56,143,0.247,2.42
marshmi01,1978,1,MIN,AL,10,12,54,0,0,0,21,297,80,27,3,37,56,0.225,2.45
marshmi01,1979,1,MIN,AL,10,15,90,1,0,0,32,428,132,42,8,48,81,0.254,2.65
marshmi01,1981,1,NYN,NL,3,2,20,0,0,0,0,93,26,9,2,8,8,0.224,2.61
marshse01,2010,1,CHN,NL,7,5,80,0,0,0,1,224,58,22,3,25,90,0.21,2.65
marshse01,2011,1,CHN,NL,6,6,78,0,0,0,5,227,66,19,1,17,79,0.234,2.26
marshse01,2012,1,CIN,NL,5,5,73,0,0,0,9,183,55,17,3,16,74,0.232,2.51
marteda01,2002,1,CHA,AL,1,1,68,0,0,0,10,181,44,19,5,18,72,0.204,2.83
marteda01,2003,1,CHA,AL,4,2,71,0,0,0,11,239,50,14,3,34,87,0.185,1.58
marteda01,2007,1,PIT,NL,2,0,65,0,0,0,0,136,32,12,2,18,51,0.2,2.38
martica04,2017,1,SLN,NL,12,11,32,32,2,2,0,615,179,83,27,71,217,0.232,3.64
martich02,2020,1,ATL,NL,1,1,19,0,0,0,1,54,8,2,1,3,20,0.129,1.0
martich02,2022,2,LAN,NL,3,1,26,0,0,0,2,74,12,4,1,1,34,0.135,1.46
martide01,1976,1,BAL,AL,1,2,4,2,1,0,0,83,23,8,1,8,18,0.237,2.6
martide01,1988,1,WAS,NL,15,13,34,34,9,2,0,706,215,71,21,55,120,0.239,2.72
martide01,1990,1,WAS,NL,10,11,32,32,7,2,0,678,191,74,16,49,156,0.228,2.95
martide01,1991,1,WAS,NL,14,11,31,31,9,5,0,666,187,59,9,62,123,0.226,2.39
martide01,1992,1,WAS,NL,16,11,32,32,6,0,0,679,172,62,12,60,147,0.211,2.47
martifr02,1949,1,SLN,NL,6,0,21,5,3,0,0,210,65,19,3,20,30,0.24,2.44
martimo01,1954,2,CHA,AL,5,4,35,2,1,0,5,210,52,16,5,24,31,0.21,2.06
martimo01,1958,2,CLE,AL,2,0,14,0,0,0,1,56,20,5,0,8,5,0.29,2.41
martipe02,1993,1,LAN,NL,10,5,65,2,0,0,2,321,76,31,5,57,119,0.201,2.61
martipe02,1996,1,WAS,NL,13,10,33,33,4,1,0,650,189,89,19,70,222,0.232,3.7
martipe02,1997,1,WAS,NL,17,8,31,31,13,4,0,724,158,51,16,67,305,0.184,1.9
martipe02,1998,1,BOS,AL,19,7,33,33,3,2,0,701,188,75,26,67,251,0.217,2.89
martipe02,1999,1,BOS,AL,23,4,31,29,5,1,0,640,160,49,9,37,313,0.205,2.07
martipe02,2000,1,BOS,AL,18,6,29,29,7,4,0,651,128,42,17,32,284,0.167,1.74
martipe02,2001,1,BOS,AL,7,3,18,18,1,0,0,350,84,31,5,25,163,0.199,2.39
martipe02,2002,1,BOS,AL,20,4,30,30,2,0,0,598,144,50,13,40,239,0.198,2.26
martipe02,2003,1,BOS,AL,14,4,29,29,3,0,0,560,147,46,7,47,206,0.215,2.22
martipe02,2004,1,BOS,AL,16,9,33,33,1,1,0,651,193,94,26,61,227,0.238,3.9
martipe02,2005,1,NYN,NL,15,8,31,31,4,1,0,651,159,68,19,47,208,0.204,2.82
martipe02,2007,1,NYN,NL,3,1,5,5,0,0,0,84,33,8,0,7,32,0.284,2.57
martipe03,1993,1,SDN,NL,3,1,32,0,0,0,0,111,23,10,4,13,32,0.172,2.43
martipe03,1994,1,SDN,NL,3,2,48,1,0,0,3,205,52,22,4,49,52,0.21,2.9
martira02,1990,1,LAN,NL,20,6,33,33,12,3,0,703,191,76,22,67,223,0.221,2.92
martira02,1998,1,LAN,NL,7,3,15,15,1,0,0,305,76,32,8,41,91,0.206,2.83
martire01,1981,1,KCR,AL,4,5,29,0,0,0,4,185,55,19,2,29,25,0.244,2.77
martiti01,1975,1,NYA,AL,1,2,23,2,0,0,8,111,27,11,2,32,20,0.208,2.68
martiti01,1976,1,NYA,AL,2,0,11,0,0,0,2,84,18,6,1,14,14,0.191,1.93
martiti01,1976,2,BAL,AL,3,1,28,0,0,0,8,125,32,12,0,28,31,0.222,2.59
martiti01,1977,1,BAL,AL,5,1,41,0,0,0,9,150,47,15,2,27,29,0.266,2.7
martiti01,1979,1,BAL,AL,10,3,39,0,0,0,3,234,59,25,0,31,61,0.21,2.88
martiti01,1981,1,BAL,AL,3,3,37,0,0,0,11,177,48,19,4,32,50,0.231,2.9
martiti01,1983,1,BAL,AL,9,3,65,0,0,0,21,310,76,27,10,37,81,0.211,2.35
martito02,1997,1,HOU,NL,5,3,55,0,0,0,2,168,52,13,2,23,36,0.254,2.09
martzra01,1980,1,CHN,NL,1,2,6,6,0,0,0,91,28,7,1,11,5,0.241,2.08
masonro01,1985,1,SFN,NL,1,3,5,5,1,1,0,89,28,7,1,11,26,0.243,2.12
masseni01,2008,2,CIN,NL,1,0,10,0,0,0,0,52,16,4,3,5,11,0.254,2.08
masseni01,2009,1,CIN,NL,5,1,74,0,0,0,0,228,54,20,6,24,70,0.203,2.37
mastewa02,1945,1,MIN,AL,1,2,4,2,1,1,0,75,21,3,1,10,14,0.22,1.08
mathetj01,1995,1,SLN,NL,1,1,23,0,0,0,2,89,21,5,1,11,28,0.2,1.52
mathetj01,1997,1,SLN,NL,4,4,40,0,0,0,0,138,41,11,4,18,46,0.238,2.15
matlajo01,1972,1,NYN,NL,15,10,34,32,8,4,0,732,215,63,14,71,169,0.234,2.32
matlajo01,1973,1,NYN,NL,14,16,34,34,14,3,0,726,210,86,16,99,205,0.236,3.2
matlajo01,1974,1,NYN,NL,13,15,34,34,14,7,0,796,221,71,8,76,195,0.226,2.41
matlajo01,1976,1,NYN,NL,17,10,35,35,16,6,0,786,236,86,18,57,153,0.242,2.95
